rating,guest,trip_type,length_of_stay,title,review,review_date,country,stay_date,review_year,review_month,stay_year,stay_month,stopword_text,lemmatized_text,tokenized_text,hotel,channel,room_type,sentiment
10,kang,couple,1,really impressed hotel,went honeymoon staff friendly accommodation clean satisfied satisfactory hotel trip bali,1/1/2023,south korea,12/1/2022,2023,january,2022,december,went honeymoon staff friendly accommodation clean satisfied satisfactory hotel trip bali,went honeymoon staff friendly accommodation clean satisfied satisfactory hotel trip bali,"['went', 'honeymoon', 'staff', 'friendly', 'accommodation', 'clean', 'satisfied', 'satisfactory', 'hotel', 'trip', 'bali']",adiwana unagi suites,agoda,,pos
9.2,nuri,couple,2,possible go pool villa,since flight arrived early morning took cheapest room first day next day onwards pool villa scent room bathroom even pool different possible use pool villa,11/18/2022,south korea,11/1/2022,2022,november,2022,november,since flight arrived early morning took cheapest room first day next day onwards pool villa scent room bathroom even pool different possible use pool villa,since flight arrived early morning took cheapest room first day next day onwards pool villa scent room bathroom even pool different possible use pool villa,"['since', 'flight', 'arrived', 'early', 'morning', 'took', 'cheapest', 'room', 'first', 'day', 'next', 'day', 'onwards', 'pool', 'villa', 'scent', 'room', 'bathroom', 'even', 'pool', 'different', 'possible', 'use', 'pool', 'villa']",adiwana unagi suites,agoda,,pos
10,areum,family young children,2,its clean food delicious,clean ordered room service resort day delicious however inconvenient bathroom room separated curtain,11/9/2022,south korea,11/1/2022,2022,november,2022,november,clean ordered room service resort day delicious however inconvenient bathroom room separated curtain,clean ordered room service resort day delicious however inconvenient bathroom room separated curtain,"['clean', 'ordered', 'room', 'service', 'resort', 'day', 'delicious', 'however', 'inconvenient', 'bathroom', 'room', 'separated', 'curtain']",adiwana unagi suites,agoda,,pos
10,sichun,couple,4,love hotel much,day before came bromo volcano soon arrived hotel warmly greeted service staff attentive service environment tropical rainforest style immediately changed special forces mode vacation mode check in thoughtfully asked wechat questions communicate time book spa booked motorcycle motorcycle directly front desk hotel definitely worth money,7/31/2024,china,7/1/2024,2024,july,2024,july,day came bromo volcano soon arrived hotel warmly greeted service staff attentive service environment tropical rainforest style immediately changed special forces mode vacation mode check thoughtfully asked wechat questions communicate time book spa booked motorcycle motorcycle directly front desk hotel definitely worth money,day before came bromo volcano soon arrived hotel warmly greeted service staff attentive service environment tropical rainforest style immediately changed special force mode vacation mode check in thoughtfully asked wechat question communicate time book spa booked motorcycle motorcycle directly front desk hotel definitely worth money,"['day', 'before', 'came', 'bromo', 'volcano', 'soon', 'arrived', 'hotel', 'warmly', 'greeted', 'service', 'staff', 'attentive', 'service', 'environment', 'tropical', 'rainforest', 'style', 'immediately', 'changed', 'special', 'forces', 'mode', 'vacation', 'mode', 'check', 'in', 'thoughtfully', 'asked', 'wechat', 'questions', 'communicate', 'time', 'book', 'spa', 'booked', 'motorcycle', 'motorcycle', 'directly', 'front', 'desk', 'hotel', 'definitely', 'worth', 'money']",adiwana unagi suites,agoda,,pos
10,xiaojun,couple,1,good,anyway its great,2/12/2024,china,2/1/2024,2024,february,2024,february,anyway great,anyway it great,"['anyway', 'its', 'great']",adiwana unagi suites,agoda,,pos
6.4,min,couple,1,good,food nice  garden beautiful cozy  skybar view quite good king bed combine 2 single bed bugle middle pool poor small shuttle coming align  least 6 hotel guests take taxi finally waiting 2030 minutes 2050 2120 ,10/20/2023,china,10/1/2023,2023,october,2023,october,food nice garden beautiful cozy skybar view quite good king bed combine 2 single bed bugle middle pool poor small shuttle coming align least 6 hotel guests take taxi finally waiting 2030 minutes 2050 2120,food nice garden beautiful cozy skybar view quite good king bed combine 2 single bed bugle middle pool poor small shuttle coming align least 6 hotel guest take taxi finally waiting 2030 minute 2050 2120,"['food', 'nice', 'garden', 'beautiful', 'cozy', 'skybar', 'view', 'quite', 'good', 'king', 'bed', 'combine', '2', 'single', 'bed', 'bugle', 'middle', 'pool', 'poor', 'small', 'shuttle', 'coming', 'align', 'least', '6', 'hotel', 'guests', 'take', 'taxi', 'finally', 'waiting', '2030', 'minutes', '2050', '2120']",adiwana unagi suites,agoda,,pos
7.2,yi,couple,2,good,facilities okay think value money high,8/13/2024,china,8/1/2024,2024,august,2024,august,facilities okay think value money high,facility okay think value money high,"['facilities', 'okay', 'think', 'value', 'money', 'high']",adiwana unagi suites,agoda,,pos
9.6,handi,solo traveler,1,perfect,highly recommended stay,4/29/2023,china,4/1/2023,2023,april,2023,april,highly recommended stay,highly recommended stay,"['highly', 'recommended', 'stay']",adiwana unagi suites,agoda,,pos
9.6,tyo,family teens,2,comfortable quiet,family enjoyed good time hotel like home hotel staff responsive served well 1010,12/26/2023,indonesia,11/1/2023,2023,december,2023,november,family enjoyed good time hotel like home hotel staff responsive served well 1010,family enjoyed good time hotel like home hotel staff responsive served well 1010,"['family', 'enjoyed', 'good', 'time', 'hotel', 'like', 'home', 'hotel', 'staff', 'responsive', 'served', 'well', '1010']",adiwana unagi suites,agoda,,pos
9.6,pipit,couple,1,good ,rooms comfortable clean service also okay friendly helpful really recommend it regret ,12/26/2020,indonesia,12/1/2020,2020,december,2020,december,rooms comfortable clean service also okay friendly helpful really recommend regret,room comfortable clean service also okay friendly helpful really recommend it regret,"['rooms', 'comfortable', 'clean', 'service', 'also', 'okay', 'friendly', 'helpful', 'really', 'recommend', 'it', 'regret']",adiwana unagi suites,agoda,,pos
10,lucy,family teens,2,exceptional,service friendly buggy car central ubud atmosphere comfortable room spacious,4/10/2022,indonesia,12/1/2021,2022,april,2021,december,service friendly buggy car central ubud atmosphere comfortable room spacious,service friendly buggy car central ubud atmosphere comfortable room spacious,"['service', 'friendly', 'buggy', 'car', 'central', 'ubud', 'atmosphere', 'comfortable', 'room', 'spacious']",adiwana unagi suites,agoda,,pos
10,سعود,couple,1,exceptional,mumtaz,12/23/2023,indonesia,12/1/2023,2023,december,2023,december,mumtaz,mumtaz,['mumtaz'],adiwana unagi suites,agoda,,pos
9.6,mamdouh,family young children,3,excellent but,little far restaurants,7/18/2022,saudi arabia,7/1/2022,2022,july,2022,july,little far restaurants,little far restaurant,"['little', 'far', 'restaurants']",adiwana unagi suites,agoda,,pos
10,đặng,business traveler,2,holiday,great staff services convenient,12/26/2023,new zealand,12/1/2023,2023,december,2023,december,great staff services convenient,great staff service convenient,"['great', 'staff', 'services', 'convenient']",adiwana unagi suites,agoda,,pos
10,olga,couple,3,exceptional,great hotel room access pool polite helpful staff comfortable clean rooms every day fresh towels room cleaning water rooms food good breakfast menu wonderful coffee great brewed coffee machine services ordering breakfast room pool delicious food drinks many compliments hotel free shuttles hotel several times day center ubud,3/11/2023,russia,3/1/2023,2023,march,2023,march,great hotel room access pool polite helpful staff comfortable clean rooms every day fresh towels room cleaning water rooms food good breakfast menu wonderful coffee great brewed coffee machine services ordering breakfast room pool delicious food drinks many compliments hotel free shuttles hotel several times day center ubud,great hotel room access pool polite helpful staff comfortable clean room every day fresh towel room cleaning water room food good breakfast menu wonderful coffee great brewed coffee machine service ordering breakfast room pool delicious food drink many compliment hotel free shuttle hotel several time day center ubud,"['great', 'hotel', 'room', 'access', 'pool', 'polite', 'helpful', 'staff', 'comfortable', 'clean', 'rooms', 'every', 'day', 'fresh', 'towels', 'room', 'cleaning', 'water', 'rooms', 'food', 'good', 'breakfast', 'menu', 'wonderful', 'coffee', 'great', 'brewed', 'coffee', 'machine', 'services', 'ordering', 'breakfast', 'room', 'pool', 'delicious', 'food', 'drinks', 'many', 'compliments', 'hotel', 'free', 'shuttles', 'hotel', 'several', 'times', 'day', 'center', 'ubud']",adiwana unagi suites,agoda,,pos
8,marcus,couple,2,great place couples,friendly staff great food beautiful surroundings,7/12/2024,sweden,7/1/2024,2024,july,2024,july,friendly staff great food beautiful surroundings,friendly staff great food beautiful surroundings,"['friendly', 'staff', 'great', 'food', 'beautiful', 'surroundings']",adiwana unagi suites,agoda,,pos
8.4,helena,couple,1,nice environment,nice room bathroom fantastic staff nice service minded special menu dinner ok lunch,4/8/2024,sweden,4/1/2024,2024,april,2024,april,nice room bathroom fantastic staff nice service minded special menu dinner ok lunch,nice room bathroom fantastic staff nice service minded special menu dinner ok lunch,"['nice', 'room', 'bathroom', 'fantastic', 'staff', 'nice', 'service', 'minded', 'special', 'menu', 'dinner', 'ok', 'lunch']",adiwana unagi suites,agoda,,pos
6.8,alicia,couple,3,bra,nice rooms hand frogs lizards close doors quickly 5 star would liked lot ants everywhere,10/8/2022,indonesia,9/1/2022,2022,october,2022,september,nice rooms hand frogs lizards close doors quickly 5 star would liked lot ants everywhere,nice room hand frog lizard close door quickly 5 star would liked lot ant everywhere,"['nice', 'rooms', 'hand', 'frogs', 'lizards', 'close', 'doors', 'quickly', '5', 'star', 'would', 'liked', 'lot', 'ants', 'everywhere']",adiwana unagi suites,agoda,,pos
10,shuan-fan,group,3,paradise,10minute drive downtown ubud hotel shuttle buses regularly location like surrounding area quiet convenient unique experience able eat complimentary breakfast afternoon evening way dining almost time limit popular me addition free meals provided afternoon tea sloppy honest stay here spend entire day enjoying hotel hotel service staff friendly sense distance,11/8/2023,taiwan,11/1/2023,2023,november,2023,november,10minute drive downtown ubud hotel shuttle buses regularly location like surrounding area quiet convenient unique experience able eat complimentary breakfast afternoon evening way dining almost time limit popular addition free meals provided afternoon tea sloppy honest stay spend entire day enjoying hotel hotel service staff friendly sense distance,10minute drive downtown ubud hotel shuttle bus regularly location like surrounding area quiet convenient unique experience able eat complimentary breakfast afternoon evening way dining almost time limit popular me addition free meal provided afternoon tea sloppy honest stay here spend entire day enjoying hotel hotel service staff friendly sense distance,"['10minute', 'drive', 'downtown', 'ubud', 'hotel', 'shuttle', 'buses', 'regularly', 'location', 'like', 'surrounding', 'area', 'quiet', 'convenient', 'unique', 'experience', 'able', 'eat', 'complimentary', 'breakfast', 'afternoon', 'evening', 'way', 'dining', 'almost', 'time', 'limit', 'popular', 'me', 'addition', 'free', 'meals', 'provided', 'afternoon', 'tea', 'sloppy', 'honest', 'stay', 'here', 'spend', 'entire', 'day', 'enjoying', 'hotel', 'hotel', 'service', 'staff', 'friendly', 'sense', 'distance']",adiwana unagi suites,agoda,,pos
